source,sample_date,analyte,data,uniqueID
OCEAN#19_SL,2021/06/21,COLI_FECAL,<5,0591A0A106FC37B768FD7F2752BB0D6B
OCEAN#19_SL,2021/06/21,COLI_TOTAL,<10,88AA11DBB20566BB7A60868D205D778E
OCEAN#19_SL,2021/06/21,ENTERO,10,DBBC3CBE1612F9CC2ED5869B4B7F34DF
BAY#230_SL,2021/10/25,COLI_FECAL,520,3210B997B0739963B50D2E7DCE68E2C2
BAY#230_SL,2021/10/25,COLI_TOTAL,8800,F0CFE784076C0DDBA531827235C6938A
BAY#230_SL,2021/10/25,ENTERO,341,BE482A1852F64F964D165A14BDD5E048
BAY#230_SL,2021/10/24,COLI_FECAL,380,42E5E1A282788BA90311009D7803D9AF
BAY#230_SL,2021/10/24,COLI_TOTAL,3200,1197D15A27D5B2A6F596400E19CBEAF8
BAY#230_SL,2021/10/24,ENTERO,>24196,52E1EB949E736DC3C6F88B25FE255526
OCEAN#18_SL,2021/07/06,COLI_FECAL,<5,77AF28EDCE22E84372B6FEE2667E0E0E
OCEAN#18_SL,2021/07/06,COLI_TOTAL,<10,311FE5BC9CF5D0E4D33B6F160464E96E
OCEAN#18_SL,2021/07/06,ENTERO,<10,4D46031B3B67B29C18ACD60497B91B98
BAY#300.1_SL,2021/10/12,COLI_FECAL,5,C6E078C4462B4C53FEE90081879A2434
BAY#300.1_SL,2021/10/12,COLI_TOTAL,<200,E0B61AF83C08EB877E5DF51331C63FA3
BAY#300.1_SL,2021/10/12,ENTERO,<10,9958DDF5550963B95DB5C1C2155AB976
BAY#220_SL,2021/12/13,COLI_FECAL,>600,852D24EB8731995A694C385C24CBF9DD
BAY#220_SL,2021/12/13,COLI_TOTAL,>16000,64453B9F8FD2AD337E0BE0E230DCB32F
BAY#230_SL,2021/10/04,COLI_FECAL,5,2C3E6CB536B2BB74443B8D52B020E742
BAY#301.1_SL,2021/09/07,ENTERO,<10,213F1A0C27B2D93C1EDADB5B452FDEBD
BAY#230_SL,2021/11/08,ENTERO,3255,3BC3006110FACBC086650C95351058C5
BAY#220_SL,2021/12/13,ENTERO,>24196,43932435D8E84BF7246690658B370656
OCEAN#17_SL,2021/07/19,COLI_FECAL,<5,F5217E83F4BC9B9D53DEE61BD510327E
OCEAN#17_SL,2021/07/19,COLI_TOTAL,<10,EC35F54250D93E27CCA1DF1830D803B3
OCEAN#17_SL,2021/07/19,ENTERO,<10,5D12B64DFA82C12467C2A7EC4318ECA0
BAY#220_SL,2021/12/06,COLI_FECAL,50,DFE40BB516C658FD2B39C52ACC826444
BAY#220_SL,2021/12/06,COLI_TOTAL,60,AFD8DB455B07183008A14F3F45A76EB7
BAY#230_SL,2021/11/10,COLI_FECAL,<5,577793FAFC25F0862EDD2E23AC6634FD
BAY#230_SL,2021/11/10,COLI_TOTAL,30,31CA5D7F5C876FDA4445F577A0089F07
BAY#230_SL,2021/11/10,ENTERO,<10,9AF5CF1CD1185B94F77D8B515A8C0FD3
BAY#301.2_SL,2021/08/02,COLI_FECAL,<5,9EB10C0B97CD34428CDBC1ADE0BF22C4
BAY#301.2_SL,2021/08/02,COLI_TOTAL,<10,DE6C04DCA87B773EF15AD7CFFC23E039
BAY#301.2_SL,2021/08/02,ENTERO,<10,AD6AB78094923B0B9CB557EE3ED7D472
BAY#301.2_SL,2021/08/16,COLI_FECAL,<5,511A29E00BEDDFC592816C59591AB27D
BAY#301.2_SL,2021/08/16,COLI_TOTAL,64,1CC5C7205366DD53DA8DD5D0E9A35D01
BAY#301.2_SL,2021/08/16,ENTERO,<10,E3505514C05BFD8353E9368F017549F2
BAY#230_SL,2021/11/09,COLI_FECAL,140,4D9B29B4FABBBB2CC06E28F868700703
BAY#230_SL,2021/11/09,COLI_TOTAL,5600,D2B9BEE1C4D163411477184CA5741107
BAY#230_SL,2021/11/09,ENTERO,201,33652BE00E7F6F332720081F7A840877
BAY#230_SL,2021/11/08,COLI_FECAL,250,BF31324C5000C06E79120C2D97F69433
BAY#230_SL,2021/11/08,COLI_TOTAL,180,1F5486CED01A7CBA090D9D4079B08D3D
BAY#301.1_SL,2021/09/13,COLI_FECAL,60,B11AABF2ACB59FC73FBFE590A4CADE73
BAY#301.1_SL,2021/09/13,COLI_TOTAL,200,8031A2086CB045FCB1F9D42F03A7C012
OCEAN#21.1_SL,2021/06/21,COLI_FECAL,5,20CB10C056ADC9F59CA78DE1D25800FA
OCEAN#21.1_SL,2021/06/21,COLI_TOTAL,<10,3BF3F24E2AAEA5BA63EDB5A78A8041B6
OCEAN#21.1_SL,2021/06/21,ENTERO,<10,AE2F0DB164B14C02FDBD116128556818
BAY#301.1_SL,2021/09/13,ENTERO,52,C5A6E8D98F3539670B8D395842B76718
BAY#230_SL,2021/10/04,COLI_TOTAL,10,76F7DA3137A371CBD49A57F8D08D1629
BAY#230_SL,2021/10/04,ENTERO,350,1A1C169919E452D7930F29BB6ED3CEAA
BAY#230_SL,2021/10/21,ENTERO,>24196,FA1B3494D7C0654BCA5BEED10795D5CE
BAY#301.2_SL,2021/08/09,COLI_FECAL,15,715CD6170A8379540F139A588E75FA46
BAY#301.2_SL,2021/08/09,COLI_TOTAL,<200,458EAD9670807F6BEB53C1226E575CDF
BAY#301.2_SL,2021/08/09,ENTERO,<10,A21D2DD9EE37BA70E2C8865CBAA96409
BAY#230_SL,2021/10/18,COLI_FECAL,5,BC5882B8B68381CCBE1B2CA5A97FA100
BAY#230_SL,2021/10/18,COLI_TOTAL,10,938513F89D6ABF1288BA1A537A114D84
BAY#230_SL,2021/10/18,ENTERO,<10,D29F661A7D2BBBC081102F6B0F209607
BAY#230_SL,2021/11/15,COLI_FECAL,5,EEB8E14933D6B92FB5F71E56290CEFE8
BAY#230_SL,2021/11/15,COLI_TOTAL,<10,C440AF1DA89279E7F73715795C23CC41
BAY#230_SL,2021/11/15,ENTERO,<10,E7DC50E95050AF47D31BEF2080BDAD11
OCEAN#16_SL,2021/07/26,COLI_FECAL,<5,D0DF83CE860506B9A853BDF8331C0448
OCEAN#16_SL,2021/07/26,COLI_TOTAL,<10,6A2FE78D3807A467CAB42BBB19B8BF19
OCEAN#16_SL,2021/07/26,ENTERO,<10,DE587A09015A00B014B45306281405A2
BAY#301.2_SL,2021/08/23,COLI_FECAL,120,05423408E8C8148A165FDE764D1B5BBF
OCEAN#18_SL,2021/07/12,COLI_FECAL,5,ABCB8B258727B7AE581888F947500B80
OCEAN#19_SL,2021/06/28,COLI_FECAL,15,E3BE20DBD93228C1CA8C319163DAF9F7
OCEAN#19_SL,2021/06/28,COLI_TOTAL,10,CD592505408BC4A58896253CCCF1EF3A
OCEAN#19_SL,2021/06/28,ENTERO,<10,2F93FC0D00FCB678BD3B551D3EA911E4
OCEAN#18_SL,2021/07/12,COLI_TOTAL,<10,B8E27788B6ECAF11D0E18A410897D39B
OCEAN#18_SL,2021/07/12,ENTERO,<10,B0B66649464807841540A978CC4BA2EA
BAY#301.2_SL,2021/08/23,COLI_TOTAL,200,9CD53E54AD7E651084F8DD2C0C6F8C3A
BAY#301.2_SL,2021/08/23,ENTERO,10,CAB519DB368B65712A5EF42F2E1F364E
BAY#300.1_SL,2021/11/15,COLI_FECAL,15,B64EBCE5A633AFCF52D78DA650DF7B08
BAY#300.1_SL,2021/11/15,COLI_TOTAL,<10,1706215EC66BE3BA450D67E8CCAF709C
BAY#300.1_SL,2021/09/20,COLI_FECAL,55,757BD11284B177D6BC3916585A8203EF
BAY#300.1_SL,2021/09/20,COLI_TOTAL,162,33C595AFFF748203C7CD2C7F1B4ACD72
OCEAN#17_SL,2021/07/26,COLI_FECAL,10,CB6810FF4E7AE573AF0CB5C9B9E215FF
OCEAN#17_SL,2021/07/26,COLI_TOTAL,20,8171836862B048F21046B17151DE1E9C
OCEAN#17_SL,2021/07/26,ENTERO,<10,2202D0E80897DB03B2AFEE744DA47C82
BAY#300.1_SL,2021/09/20,ENTERO,10,F184F9AF9117D87323D9E9603C5F5DF2
OCEAN#19_SL,2021/07/12,COLI_FECAL,5,CC12BA3B8BB6684DD68AA32D376F7268
OCEAN#19_SL,2021/07/12,COLI_TOTAL,10,F4AE80572F339FF96566659E56E9F17C
OCEAN#19_SL,2021/07/12,ENTERO,<10,51EB4A5FC669D04BFAD9F961AF6C5D2F
OCEAN#21.1_SL,2021/06/28,COLI_FECAL,<5,9E9986A5A1E5511364482BA67B591D92
OCEAN#21.1_SL,2021/06/28,COLI_TOTAL,<10,955A525D371B8F9C1E23BC4747F97F2B
OCEAN#21.1_SL,2021/06/28,ENTERO,<10,B8B38D0344082E7C2EFA7E9DD8F676EF
BAY#230_SL,2021/11/29,COLI_FECAL,<5,52585ABDDFB334A1AF10F8B0D9E3712E
BAY#230_SL,2021/11/29,COLI_TOTAL,39,E12341CEDEACE7A14BFAF63FE15E93D6
BAY#230_SL,2022/02/22,COLI_FECAL,5,C5D5EA8F2F638724F8FDED767C1574E8
BAY#230_SL,2022/02/22,ENTERO,<10,5D8B9E4C253B7DA1B2D90CF5E1ED2902
BAY#230_SL,2022/02/14,COLI_FECAL,5,207E85EF9979DAF6F47806CAD50947A4
OCEAN#19_SL,2021/07/06,COLI_FECAL,<5,4CAE3AB8B77C48AD39D915EAB110FBB0
OCEAN#19_SL,2021/07/06,COLI_TOTAL,<10,A28519D346B3DE53D1FB0A6AF0AA890F
OCEAN#19_SL,2021/07/06,ENTERO,<10,FA0E2F72F183AD96C4023997F55F3325
BAY#230_SL,2022/02/14,COLI_TOTAL,<10,E9FC70F1F5C83658EE630DA6A319616C
BAY#230_SL,2022/02/14,ENTERO,10,803358229C44FE181EC557D69F4F3736
BAY#230_SL,2022/02/07,COLI_FECAL,5,78CF4C02B21703BFD4EAE58560344793
BAY#230_SL,2022/02/07,COLI_TOTAL,<10,8834D36324E0BB0C01DD3694502CE36C
BAY#230_SL,2022/02/07,ENTERO,<10,3D5BA6696866B8850BC8B2693B0ED8BA
BAY#230_SL,2022/01/31,COLI_FECAL,30,EDC30EFCEDDDB9B3F52744BA7BA1406B
BAY#230_SL,2022/01/31,COLI_TOTAL,20,3B95178CA06A2A36FB4BAF652FA85CE0
BAY#230_SL,2022/01/31,ENTERO,10,7D34B593CD7F10F063F6B4B80B44F719
BAY#230_SL,2022/01/24,COLI_FECAL,10,2BA1276BEC4EEB180B9DF93035480D48
OCEAN#18_SL,2021/07/19,COLI_FECAL,<5,F508DA7516EBC9F7BDA0D5DA8390358A
OCEAN#18_SL,2021/07/19,COLI_TOTAL,<10,20C0D3C1B5AF29C2B64AB2E526FFA45C
OCEAN#18_SL,2021/07/19,ENTERO,<10,60D8254B101BBC5A69DF04CAAC7F2389
BAY#230_SL,2022/01/24,COLI_TOTAL,20,5B1F36070B6F5D7FFAAAE119B7FF7C04
BAY#230_SL,2022/01/24,ENTERO,<10,BFC56B50B9D1C31297C7BB0394C6A4D3
BAY#230_SL,2022/01/18,COLI_FECAL,15,5FE955EA26EF74E9F1CE75F10A5BCAB3
BAY#230_SL,2022/01/18,COLI_TOTAL,10,8889ABAB634032483C8E1A066779785A
BAY#230_SL,2022/01/18,ENTERO,<10,078DF189DCA022DBA1CC771C0A8D9A50
BAY#301.2_SL,2021/08/30,COLI_FECAL,10,9C0EEDFF9DF45C22BF6D703FDF870167
BAY#301.2_SL,2021/08/30,COLI_TOTAL,70,F5915A63C7A378F5879940DC2DE30885
BAY#301.2_SL,2021/08/30,ENTERO,<10,E055012270266C002CCAAAFC7F4456EE
BAY#230_SL,2022/01/11,COLI_FECAL,5,0E969B961EAE8EC8A103558F45CB6C50
BAY#320_SL,2021/08/05,COLI_FECAL,10,AD54464C59B0A49C9ED641053DF9DAA2
BAY#320_SL,2021/08/05,COLI_TOTAL,40,006111E42F139E1464A4E5F4168BEEDD
BAY#320_SL,2021/08/05,ENTERO,<10,FB364BB0C8B0802BE7111BC574EB9C8E
BAY#320_SL,2021/08/02,COLI_FECAL,<5,497DED253D748B52D69798B2CD61AF99
BAY#320_SL,2021/08/02,COLI_TOTAL,10,00B35DB2592D623DA1F66DE86AF6CA99
BAY#320_SL,2021/08/02,ENTERO,<10,6CA5F1C15144BB3BA1C03FDECAA7B668
BAY#230_SL,2022/01/11,COLI_TOTAL,200,07C9618AD6889B09707A0474B8081E18
BAY#230_SL,2021/11/22,COLI_FECAL,30,7E9CDB97F53E961BDB80FEFA063743E9
BAY#230_SL,2021/11/22,COLI_TOTAL,30,F60315DBB8E6CFEE94F7B788443EE23D
BAY#230_SL,2021/11/22,ENTERO,52,D9C05F1867C9F2A49AAF97B5E52C87E8
BAY#300.1_SL,2021/09/27,COLI_FECAL,<5,FDE2BE5B0F42D33910AC66EB59F70E50
BAY#300.1_SL,2021/09/27,COLI_TOTAL,<10,15A623909A9DDB9A63441D826D156B83
BAY#300.1_SL,2021/09/27,ENTERO,<10,4468241ECE5D887305B47C9AA1FDBE03
BAY#230_SL,2022/01/11,ENTERO,<10,49D5659C2C3763194C462BD25333FC20
BAY#230_SL,2022/01/10,COLI_FECAL,>600,0EB769A8C6A87B78A3A445967B1948C7
BAY#230_SL,2022/01/10,COLI_TOTAL,4160,FD8CE78E0C42BDE221FEAB19E995B69C
BAY#230_SL,2022/01/10,ENTERO,12033,07F92C17476914E9AAD579427B1B56F0
BAY#230_SL,2022/01/03,COLI_FECAL,30,FC1D590F665EDD7E2F8B6F5ACF725B1E
BAY#230_SL,2022/01/03,COLI_TOTAL,10,2F2F04EEB06C72808868C933CE3048CB
BAY#230_SL,2022/01/03,ENTERO,10,B09C60B6ABBAEC0DB16CFB6DB2077522
BAY#230_SL,2021/12/27,COLI_FECAL,20,28222FC6C6CCBC05959FB408BDB38888
OCEAN#21.1_SL,2021/07/06,COLI_FECAL,<5,F9D37077D42AFD9D2AADE1964175F4D0
OCEAN#21.1_SL,2021/07/06,COLI_TOTAL,<10,1C4C8E016C0346D4BA5F2E66A1D3A6BF
OCEAN#21.1_SL,2021/07/06,ENTERO,<10,63CD5345BB086361D83EE74DA2179908
BAY#230_SL,2021/11/29,ENTERO,<10,071C71EAEA92E1D7EBF94337E06FE7DD
BAY#320_SL,2021/08/09,COLI_FECAL,10,E8C7822872950E6F71635A4A0DD3E55E
BAY#320_SL,2021/08/09,COLI_TOTAL,<10,31C734FAA4323552BD3147E91E0DE598
BAY#320_SL,2021/08/09,ENTERO,10,9FFDCFDFB82BE814C048D1BF30142D31
BAY#301.2_SL,2021/09/07,COLI_FECAL,20,22782C17335D6C201AE966F9EFAE56DB
BAY#301.2_SL,2021/09/07,COLI_TOTAL,40,C96326DDA39538CFCE66FC1645B7E5C4
BAY#301.2_SL,2021/09/07,ENTERO,<10,E0A737FC133E2412AB40E7F37BAEC758
BAY#300.1_SL,2021/11/02,COLI_FECAL,15,A7FB9A9B36A0E8D95839E1E813171EB3
BAY#300.1_SL,2021/10/04,COLI_FECAL,10,48FF5DE793D083F5D654F1C704C763C9
BAY#300.1_SL,2021/10/04,COLI_TOTAL,<10,B5B123B1172E78E97A1E4A9C25305E16
BAY#300.1_SL,2021/10/04,ENTERO,31,625DB66BF1A64715A00E88DAC32B6AC3
OCEAN#18_SL,2021/07/26,COLI_FECAL,20,9C920DFEAA1C91DAA4CCE597D4D72EF1
OCEAN#18_SL,2021/07/26,COLI_TOTAL,10,34C9F0918C5DC19A3F7E5DC65343E6C7
OCEAN#18_SL,2021/07/26,ENTERO,<10,6372C08B689A40C6F1F120B6EC7CE1A2
BAY#300.1_SL,2021/10/18,COLI_FECAL,10,C72E097DCC7363A23E17326A8F13A99C
BAY#300.1_SL,2021/10/18,COLI_TOTAL,10,1949CBB724ED864109E6B64CE6340940
BAY#300.1_SL,2021/10/18,ENTERO,<10,71B71EF8E0CADF3B324051F091ECFF43
OCEAN#21.1_SL,2021/07/12,COLI_FECAL,5,18D6B2A341AA8E283451FC40150402CE
OCEAN#21.1_SL,2021/07/12,COLI_TOTAL,<10,805E16C1F0AA0406E285C7D180B2BB9B
OCEAN#21.1_SL,2021/07/12,ENTERO,<10,9C9C29B3E87CA39FEA0AA0E226BB0541
BAY#300.1_SL,2021/11/02,COLI_TOTAL,210,4103CFAD1F2A6C0C12FB0DCF2EA2CFAC
BAY#300.1_SL,2021/11/02,ENTERO,31,D0C86276C1EAF9A0140367AD1FBB6C91
BAY#230_SL,2021/12/27,COLI_TOTAL,30,A4A6FCB1F0B69A8DF615093D495CA2EF
BAY#230_SL,2021/12/27,ENTERO,41,470D00BECA19A73E4AB4BC58FC8D3E78
OCEAN#19_SL,2021/07/19,COLI_FECAL,<5,8D749C2B498A68C595A5F6FD6CB044C0
OCEAN#19_SL,2021/07/19,COLI_TOTAL,<10,CE863C60725841DD069BA1DF70066A14
OCEAN#19_SL,2021/07/19,ENTERO,<10,B842BF23972649CE9B15A2DEAD1E7637
OCEAN#20_SL,,,,AEE2CDB59BB433E3D784865490129797
BAY#230_SL,2021/12/23,COLI_FECAL,10,CFBF2A65F2452ECA965D21BE56E545DF
BAY#230_SL,2021/12/23,COLI_TOTAL,112,6563025EF3F617A861A083C2352D9E50
BAY#230_SL,2021/12/23,ENTERO,10,BAC5D613870338CFFA0D42C566DF8E99
BAY#320_SL,2021/08/16,COLI_FECAL,35,269016BD2C16952D6E79140338978489
BAY#320_SL,2021/08/16,COLI_TOTAL,10,49319B0273CA3D050D7D73375C14C0EF
BAY#320_SL,2021/08/16,ENTERO,10,A3970A2598FD74A13858B02377FB6E78
BAY#300.1_SL,2021/10/29,COLI_FECAL,15,FC488E819AE3F3909D77151507FDF0BE
BAY#300.1_SL,2021/10/29,COLI_TOTAL,540,607018DE9D359C9AD12EABBB5C881DA4
BAY#300.1_SL,2021/10/29,ENTERO,41,3043350CFB7719693D7C59FE2C8B9760
BAY#300.1_SL,2021/10/28,COLI_FECAL,140,23B493AB3AC66BEEEB1F82D8482586E5
BAY#300.1_SL,2021/10/28,COLI_TOTAL,486,FCF9B1FB986956980B966A2262227CB0
BAY#300.1_SL,2021/10/28,ENTERO,156,B81FF662C0A9BA28E45EFDAB4518769F
BAY#300.1_SL,2021/10/27,COLI_FECAL,70,5DB9F2CD95579636638E22FAC53B32E2
BAY#300.1_SL,2021/10/27,COLI_TOTAL,512,1881EC154E61B0677BF4CE6D8E09774C
BAY#300.1_SL,2021/10/27,ENTERO,231,305D3E93BFED6D0498571C0FFB7D4762
BAY#300.1_SL,2021/10/26,COLI_FECAL,340,FB45B99C7C77674855F229E3F6970A4D
BAY#300.1_SL,2021/10/26,COLI_TOTAL,1380,7B396AE75B2DD23F39FC92082B0B7FF5
BAY#301.2_SL,2021/09/13,COLI_FECAL,5,FCD6733284647AF6CFC4E91FC41D5259
BAY#301.2_SL,2021/09/13,COLI_TOTAL,<10,0FC251B3DFC514D922E63AB3625BAF45
BAY#301.2_SL,2021/09/13,ENTERO,10,4660CAE1398C3B00A222F054EF3A5263
OCEAN#15EAST_SL,2021/08/02,COLI_FECAL,10,0DF7A046D4FAA11672CFE3520935851E
OCEAN#15EAST_SL,2021/08/02,COLI_TOTAL,40,AC8DE2910EA2B09DD4B6D242EF6EEA41
OCEAN#15EAST_SL,2021/08/02,ENTERO,<10,5A3AEA543492D689BDFCA6B8464555AB
BAY#300.1_SL,2021/10/26,ENTERO,355,3499C691CB44046DF2D1905D63F12607
BAY#300.1_SL,2021/10/25,COLI_FECAL,>600,6D73E79739521D04E4DF1419808F8008
BAY#300.1_SL,2021/10/25,COLI_TOTAL,8280,5B55438E0FCB9F30A4DC92CCEBFA285B
BAY#300.1_SL,2021/10/25,ENTERO,845,8C86364F76C50C922EABFA0415146F6E
BAY#300.1_SL,2021/10/24,COLI_FECAL,>600,F4DC687B5DC74E06DD07349021852F46
BAY#300.1_SL,2021/10/24,COLI_TOTAL,>16000,9FF31D1E37D61EAD77F90857C0F6AB25
BAY#300.1_SL,2021/10/24,ENTERO,>24196,8FB2D45C095B9FFF8D7FEC99FC5434ED
BAY#230_SL,2021/12/20,COLI_FECAL,45,D02692F4D69BCA9BCFEC33B8BAD62546
BAY#230_SL,2021/12/20,COLI_TOTAL,20,90D3C5BBA48DDDAC22C631CD28E68285
BAY#230_SL,2021/12/20,ENTERO,<10,9C0DA8E030EAFD1882BF2BCFDE5CE7D0
BAY#230_SL,2021/12/16,COLI_FECAL,105,1A3EEF61C29BF63DD5D616BB2A07212F
BAY#230_SL,2021/12/16,COLI_TOTAL,510,DB390702515F0750E895411788FCCC70
BAY#230_SL,2021/12/16,ENTERO,52,9D2CDD2B4FD2C73CE389EE502C8A73D6
BAY#230_SL,2021/12/15,COLI_FECAL,50,68B088A540F59DDF11ED18856A844278
BAY#230_SL,2021/12/15,COLI_TOTAL,600,8F3B7FDEC2467F9893609EFF2FE51E3F
BAY#230_SL,2021/12/15,ENTERO,41,9E90D7F0508A23534D61D8311EFE6D6A
BAY#230_SL,2021/12/14,COLI_FECAL,>600,2889CB7CB3A337245AA59AFCEA03FD5A
BAY#230_SL,2021/12/14,COLI_TOTAL,7740,80AA10EA88CA8184E6F159950D8EDCF3
OCEAN#21.1_SL,2021/07/19,COLI_FECAL,10,AB2F86E8D2A2D1B9313465503343A033
OCEAN#21.1_SL,2021/07/19,COLI_TOTAL,<10,A62CEB252D34703F14B5B3CF6B28330D
OCEAN#21.1_SL,2021/07/19,ENTERO,<10,16C2364AF24ADB8C90C422620517428C
OCEAN#21_SL,,,,229FD37767F8061F17BCB36DB52E18B1
OCEAN#22_SL,,,,C5DD090BCBA2708F4F471736C47FF140
BAY#320_SL,2021/08/23,COLI_FECAL,<5,4ADC4F8E83BEAEAF3D70E7FE35B03CA4
BAY#320_SL,2021/08/23,COLI_TOTAL,10,BF867BEDD65FFEF233477E1366D353B8
BAY#320_SL,2021/08/23,ENTERO,<10,5FE3025CAA5334A85FDC5C8F78A64303
BAY#300.1_SL,2021/11/01,COLI_FECAL,>600,730822088D8EC8EC088AA28A04BAB62E
BAY#300.1_SL,2021/11/01,COLI_TOTAL,>16000,8730E89CBD06F510931899E146456584
BAY#300.1_SL,2021/11/01,ENTERO,1178,C167B3CD0038688C8A67BF63963AA1B1
OCEAN#15EAST_SL,2021/08/09,COLI_FECAL,5,EAE125DF0A31848B6C88AD92B793F225
OCEAN#15EAST_SL,2021/08/09,COLI_TOTAL,30,4CE1052D4BF6E719264925FA91EEB5D9
OCEAN#15EAST_SL,2021/08/09,ENTERO,<10,651CD481DC7EDAD161E57D29682600EE
BAY#300.1_SL,2021/11/29,COLI_FECAL,<5,77569B3686CE720871A587DFA25831DE
BAY#300.1_SL,2021/11/29,COLI_TOTAL,10,33B066F6A0CD0A05A044B7FAF8426A66
BAY#300.1_SL,2021/11/29,ENTERO,41,E14D2B8929D42C8688145041361D0E94
OCEAN#19_SL,2021/07/26,COLI_FECAL,<5,0EF3861C33AB65F4565B67970BAA2610
OCEAN#19_SL,2021/07/26,COLI_TOTAL,<10,E084992CC0C1A47711A382AA144666E5
OCEAN#19_SL,2021/07/26,ENTERO,<10,122CB549507FF07573EB50EA91BB1E7D
BAY#301.1_SL,2021/11/02,COLI_FECAL,75,2580135B8863DDD94BFA6B317292759F
BAY#301.1_SL,2021/11/02,COLI_TOTAL,198,8998907A764467BA5101D94EC58B91E9
BAY#320_SL,2021/09/07,COLI_FECAL,<5,C553A393E264815A71641A51CB9198CA
BAY#320_SL,2021/09/07,COLI_TOTAL,10,1AB12B24D0A46427CE6EB81AC40DDA98
BAY#301.1_SL,2021/11/20,COLI_FECAL,270,D4F796AF55FA3A73DE94FE49E570564C
BAY#301.1_SL,2021/11/20,COLI_TOTAL,1000,57CF7D141CF43370F207BF385603D1F7
BAY#301.1_SL,2021/11/20,ENTERO,631,5265CE6333C557415B25A1FB4E546412
BAY#301.1_SL,2021/11/19,COLI_FECAL,100,4D1B3A01B0E7433B5AF2AE4EB9A5B912
OCEAN#15EAST_SL,2021/08/24,COLI_FECAL,<5,16EEEF5FA26DED84EC884B709540FFA4
OCEAN#15EAST_SL,2021/08/24,COLI_TOTAL,<10,6A0426B556353404E77F1DDE80B9C3D0
OCEAN#15EAST_SL,2021/08/24,ENTERO,10,A5D95FFEC17BA966DF3D3FC890691238
BAY#301.1_SL,2021/11/19,COLI_TOTAL,200,9E736D26A08A4D4E00779D88138D8341
BAY#301.1_SL,2021/11/19,ENTERO,860,3F1F8C0813F2C50841A53FBBC7FEFE5B
BAY#301.1_SL,2021/11/18,COLI_FECAL,35,A477D8A2FFBFE69F894C211E4D3AE1BB
BAY#301.1_SL,2021/11/18,COLI_TOTAL,320,46BCFD1770D8E4C6FC136C4A671BC2B9
BAY#301.1_SL,2021/11/18,ENTERO,160,9291849B52205C9E9440A2A453081294
BAY#301.1_SL,2021/09/20,COLI_FECAL,65,29FD5F314771B9EBD4D45497007DF5EA
BAY#301.1_SL,2021/09/20,COLI_TOTAL,360,049284594B8F32414D558585D7289DF8
BAY#301.1_SL,2021/09/20,ENTERO,63,93A95ACCA49B183DD488B050DB394E5C
BAY#301.1_SL,2021/11/17,COLI_FECAL,225,1D38BCA855C7F76C1D343CF50EA1ECEC
BAY#301.1_SL,2021/11/17,COLI_TOTAL,3060,7F69CB7A004CF009EB7B97D1E8AB1562
BAY#301.1_SL,2021/11/17,ENTERO,4611,E96495A6E2FBC0CA3485A3CDB43D0577
BAY#301.1_SL,2021/11/16,COLI_FECAL,100,105E652F2D2F38CF8D997CC06C359E72
BAY#301.1_SL,2021/11/16,COLI_TOTAL,1260,203ECBE94ACC4097DE366771524ED550
BAY#301.1_SL,2021/11/16,ENTERO,6488,FA3DC7E23C9B5A20295B7C5BBC4A29B0
BAY#301.1_SL,2021/11/15,COLI_FECAL,55,76613D8E64EEB01537BA646D20B099BC
OCEAN#15_SL,2021/08/09,COLI_FECAL,150,7C128FF6DAFD82A0AEF38DF4102ED8BA
OCEAN#15_SL,2021/08/09,COLI_TOTAL,2400,00C8DB7163018D4DF2123BF74E9CD601
OCEAN#15_SL,2021/08/09,ENTERO,41,A7A981C4A82D6DDC4B253D3CCE504AFE
BAY#301.1_SL,2021/11/15,COLI_TOTAL,400,485CAEFE45B8415BEADB6DFAEEBF4116
BAY#301.1_SL,2021/11/15,ENTERO,171,67480B5102383EDCBDFD92923AD25327
OCEAN#21.1_SL,2021/07/26,COLI_FECAL,25,A82D115BCE272AF5CCA7A81B1CF0C750
OCEAN#21.1_SL,2021/07/26,COLI_TOTAL,20,D435E6FEEEF14D2D935D37F8166D3C94
OCEAN#21.1_SL,2021/07/26,ENTERO,10,4981C27FC30CAD6E15B07AB4841D336F
BAY#320_SL,2021/09/07,ENTERO,<10,5FF54BE370A9101CCCC9916605F2EA13
BAY#230_SL,2021/12/14,ENTERO,959,02CBA8446727568E49F33E5E26DB9470
BAY#320_SL,2021/08/30,COLI_FECAL,30,481CE953EF890C2C64AE14336A1E3864
BAY#320_SL,2021/08/30,COLI_TOTAL,<10,0AC3E2C0E95C8185806559E15D5F3595
BAY#320_SL,2021/08/30,ENTERO,<10,89E3CFA8C30803088C4C1DEE5122EC3E
BAY#300.1_SL,2021/11/08,COLI_FECAL,145,5FE66A95E8D8CCE76189974652D34F91
BAY#300.1_SL,2021/11/08,COLI_TOTAL,500,FC5C26779500270280A27715F2AED664
BAY#300.1_SL,2021/11/08,ENTERO,98,663894258251B310B5994828BEF8298B
BAY#230_SL,2021/12/13,COLI_FECAL,>600,8CACC968F182BD1471738C1D613344FF
BAY#230_SL,2021/12/13,COLI_TOTAL,12600,021BDAD15A61FADE38215D3FA9CA9A0E
BAY#230_SL,2021/12/13,ENTERO,428,9485AE5FD8FECDE0FCE78D2A797C356B
BAY#230_SL,2021/12/06,COLI_FECAL,<5,6D55033061561BF91965878D99751C9B
BAY#230_SL,2021/12/06,COLI_TOTAL,10,DE75CBD346D9417FB7BF803EFF1A4642
